ts,bin_id,fill_pct,batt_v,temp_c,emptied,lat,lon
2025-11-22T20:26:36.803300,B001,54.6,3.57,33.7,False,6.9344,79.8428
2025-11-23T00:26:36.803300,B001,59.4,3.61,30.1,False,6.9344,79.8428
2025-11-23T04:26:36.803300,B001,68.0,3.64,31.6,False,6.9344,79.8428
2025-11-23T08:26:36.803300,B001,18.4,3.61,31.4,True,6.9344,79.8428
2025-11-23T12:26:36.803300,B001,50.1,3.63,34.4,False,6.9344,79.8428
2025-11-23T16:26:36.803300,B001,89.1,3.58,36.3,False,6.9344,79.8428
2025-11-23T20:26:36.803300,B001,20.0,3.63,33.6,True,6.9344,79.8428
2025-11-24T00:26:36.803300,B001,22.9,3.55,30.7,False,6.9344,79.8428
2025-11-24T04:26:36.803300,B001,29.7,3.54,30.5,False,6.9344,79.8428
2025-11-24T08:26:36.803300,B001,50.8,3.61,31.6,False,6.9344,79.8428
2025-11-24T12:26:36.803300,B001,70.2,3.52,31.8,False,6.9344,79.8428
2025-11-24T16:26:36.803300,B001,12.6,3.51,32.6,True,6.9344,79.8428
2025-11-24T20:26:36.803300,B001,65.8,3.59,31.6,False,6.9344,79.8428
2025-11-25T00:26:36.803300,B001,72.6,3.59,31.5,False,6.9344,79.8428
2025-11-25T04:26:36.803300,B001,77.9,3.56,31.3,False,6.9344,79.8428
2025-11-25T08:26:36.803300,B001,14.1,3.49,32.8,True,6.9344,79.8428
2025-11-25T12:26:36.803300,B001,43.4,3.59,30.5,False,6.9344,79.8428
2025-11-25T16:26:36.803300,B001,62.8,3.59,34.2,False,6.9344,79.8428
2025-11-25T20:26:36.803300,B001,79.9,3.6,34.0,False,6.9344,79.8428
2025-11-26T00:26:36.803300,B001,21.7,3.61,29.4,True,6.9344,79.8428
2025-11-26T04:26:36.803300,B001,26.0,3.6,28.9,False,6.9344,79.8428
2025-11-26T08:26:36.803300,B001,51.0,3.53,32.6,False,6.9344,79.8428
2025-11-26T12:26:36.803300,B001,77.5,3.47,32.4,False,6.9344,79.8428
2025-11-26T16:26:36.803300,B001,13.2,3.55,34.0,True,6.9344,79.8428
2025-11-26T20:26:36.803300,B001,35.2,3.48,29.7,False,6.9344,79.8428
2025-11-27T00:26:36.803300,B001,43.2,3.5,26.6,False,6.9344,79.8428
2025-11-27T04:26:36.803300,B001,47.5,3.46,32.9,False,6.9344,79.8428
2025-11-27T08:26:36.803300,B001,63.9,3.56,31.2,False,6.9344,79.8428
2025-11-27T12:26:36.803300,B001,12.5,3.46,31.7,True,6.9344,79.8428
2025-11-27T16:26:36.803300,B001,45.0,3.48,32.5,False,6.9344,79.8428
2025-11-27T20:26:36.803300,B001,64.2,3.46,31.7,False,6.9344,79.8428
2025-11-28T00:26:36.803300,B001,71.2,3.55,28.8,False,6.9344,79.8428
2025-11-28T04:26:36.803300,B001,78.5,3.55,26.5,False,6.9344,79.8428
2025-11-28T08:26:36.803300,B001,9.9,3.48,28.7,True,6.9344,79.8428
2025-11-28T12:26:36.803300,B001,42.2,3.53,34.3,False,6.9344,79.8428
2025-11-28T16:26:36.803300,B001,69.4,3.41,34.5,False,6.9344,79.8428
2025-11-28T20:26:36.803300,B001,86.7,3.47,33.0,False,6.9344,79.8428
2025-11-29T00:26:36.803300,B001,20.8,3.42,28.4,True,6.9344,79.8428
2025-11-29T04:26:36.803300,B001,31.5,3.55,30.4,False,6.9344,79.8428
2025-11-29T08:26:36.803300,B001,60.4,3.5,33.5,False,6.9344,79.8428
2025-11-29T12:26:36.803300,B001,22.2,3.5,33.1,True,6.9344,79.8428
2025-11-29T16:26:36.803300,B001,59.7,3.45,33.2,False,6.9344,79.8428
2025-11-29T20:26:36.803300,B001,21.4,3.5,32.4,True,6.9344,79.8428
2025-11-30T00:26:36.803300,B001,29.7,3.45,29.2,False,6.9344,79.8428
2025-11-30T04:26:36.803300,B001,41.0,3.42,28.1,False,6.9344,79.8428
2025-11-30T08:26:36.803300,B001,74.9,3.44,33.4,False,6.9344,79.8428
2025-11-30T12:26:36.803300,B001,8.8,3.44,34.6,True,6.9344,79.8428
2025-11-30T16:26:36.803300,B001,40.6,3.45,34.9,False,6.9344,79.8428
2025-11-30T20:26:36.803300,B001,79.1,3.51,32.1,False,6.9344,79.8428
2025-12-01T00:26:36.803300,B001,85.1,3.44,29.1,False,6.9344,79.8428
2025-12-01T04:26:36.803300,B001,21.2,3.37,27.7,True,6.9344,79.8428
2025-12-01T08:26:36.803300,B001,41.3,3.49,30.0,False,6.9344,79.8428
2025-12-01T12:26:36.803300,B001,73.3,3.46,32.7,False,6.9344,79.8428
2025-12-01T16:26:36.803300,B001,19.8,3.4,33.3,True,6.9344,79.8428
2025-12-01T20:26:36.803300,B001,38.5,3.38,31.6,False,6.9344,79.8428
2025-12-02T00:26:36.803300,B001,42.5,3.48,27.7,False,6.9344,79.8428
2025-12-02T04:26:36.803300,B001,45.1,3.43,29.9,False,6.9344,79.8428
2025-12-02T08:26:36.803300,B001,64.4,3.46,32.8,False,6.9344,79.8428
2025-12-02T12:26:36.803300,B001,95.6,3.42,35.0,False,6.9344,79.8428
2025-12-02T16:26:36.803300,B001,11.7,3.48,33.9,True,6.9344,79.8428
2025-12-02T20:26:36.803300,B001,34.2,3.34,30.7,False,6.9344,79.8428
2025-12-03T00:26:36.803300,B001,43.1,3.46,26.3,False,6.9344,79.8428
2025-12-03T04:26:36.803300,B001,43.8,3.35,31.0,False,6.9344,79.8428
2025-12-03T08:26:36.803300,B001,65.8,3.32,31.9,False,6.9344,79.8428
2025-12-03T12:26:36.803300,B001,20.4,3.33,35.6,True,6.9344,79.8428
2025-12-03T16:26:36.803300,B001,41.6,3.33,32.2,False,6.9344,79.8428
2025-12-03T20:26:36.803300,B001,69.9,3.4,29.3,False,6.9344,79.8428
2025-12-04T00:26:36.803300,B001,75.0,3.43,26.3,False,6.9344,79.8428
2025-12-04T04:26:36.803300,B001,78.0,3.37,30.5,False,6.9344,79.8428
2025-12-04T08:26:36.803300,B001,16.6,3.44,30.1,True,6.9344,79.8428
2025-12-04T12:26:36.803300,B001,41.4,3.34,36.8,False,6.9344,79.8428
2025-12-04T16:26:36.803300,B001,73.5,3.42,35.2,False,6.9344,79.8428
2025-12-04T20:26:36.803300,B001,89.7,3.44,32.6,False,6.9344,79.8428
2025-12-05T00:26:36.803300,B001,21.3,3.29,27.7,True,6.9344,79.8428
2025-12-05T04:26:36.803300,B001,26.1,3.4,30.0,False,6.9344,79.8428
2025-12-05T08:26:36.803300,B001,46.5,3.4,33.4,False,6.9344,79.8428
2025-12-05T12:26:36.803300,B001,72.6,3.31,35.5,False,6.9344,79.8428
2025-12-05T16:26:36.803300,B001,14.6,3.39,30.5,True,6.9344,79.8428
2025-12-05T20:26:36.803300,B001,32.6,3.38,29.0,False,6.9344,79.8428
2025-12-06T00:26:36.803300,B001,46.4,3.36,29.2,False,6.9344,79.8428
2025-12-06T04:26:36.803300,B001,53.9,3.37,30.4,False,6.9344,79.8428
2025-12-06T08:26:36.803300,B001,9.4,3.31,29.1,True,6.9344,79.8428
2025-12-06T12:26:36.803300,B001,47.2,3.34,33.1,False,6.9344,79.8428
2025-12-06T16:26:36.803300,B001,88.4,3.38,36.4,False,6.9344,79.8428
2025-12-06T20:26:36.803300,B001,22.1,3.38,32.7,True,6.9344,79.8428
2025-12-07T00:26:36.803300,B001,32.1,3.34,28.2,False,6.9344,79.8428
2025-12-07T04:26:36.803300,B001,38.5,3.25,29.5,False,6.9344,79.8428
2025-12-07T08:26:36.803300,B001,68.3,3.36,31.1,False,6.9344,79.8428
2025-12-07T12:26:36.803300,B001,15.4,3.3,31.7,True,6.9344,79.8428
2025-12-07T16:26:36.803300,B001,54.4,3.3,33.0,False,6.9344,79.8428
2025-12-07T20:26:36.803300,B001,84.9,3.35,32.7,False,6.9344,79.8428
2025-12-08T00:26:36.803300,B001,87.9,3.3,28.7,False,6.9344,79.8428
2025-12-08T04:26:36.803300,B001,17.4,3.25,33.8,True,6.9344,79.8428
2025-12-08T08:26:36.803300,B001,37.1,3.29,31.9,False,6.9344,79.8428
2025-12-08T12:26:36.803300,B001,69.7,3.33,31.1,False,6.9344,79.8428
2025-12-08T16:26:36.803300,B001,16.4,3.23,37.3,True,6.9344,79.8428
2025-12-08T20:26:36.803300,B001,37.2,3.26,32.0,False,6.9344,79.8428
2025-12-09T00:26:36.803300,B001,44.5,3.28,27.2,False,6.9344,79.8428
2025-12-09T04:26:36.803300,B001,52.1,3.22,29.9,False,6.9344,79.8428
2025-12-09T08:26:36.803300,B001,69.6,3.34,32.8,False,6.9344,79.8428
2025-12-09T12:26:36.803300,B001,21.3,3.29,29.9,True,6.9344,79.8428
2025-12-09T16:26:36.803300,B001,48.8,3.22,34.6,False,6.9344,79.8428
2025-12-09T20:26:36.803300,B001,71.7,3.22,34.4,False,6.9344,79.8428
2025-12-10T00:26:36.803300,B001,74.4,3.29,28.7,False,6.9344,79.8428
2025-12-10T04:26:36.803300,B001,80.8,3.28,31.1,False,6.9344,79.8428
2025-12-10T08:26:36.803300,B001,20.4,3.33,28.6,True,6.9344,79.8428
2025-12-10T12:26:36.803300,B001,51.2,3.32,33.2,False,6.9344,79.8428
2025-12-10T16:26:36.803300,B001,79.5,3.18,35.3,False,6.9344,79.8428
2025-12-10T20:26:36.803300,B001,13.8,3.18,31.9,True,6.9344,79.8428
2025-12-11T00:26:36.803300,B001,19.9,3.2,27.2,False,6.9344,79.8428
2025-12-11T04:26:36.803300,B001,24.9,3.25,27.8,False,6.9344,79.8428
2025-12-11T08:26:36.803300,B001,43.0,3.27,30.2,False,6.9344,79.8428
2025-12-11T12:26:36.803300,B001,68.5,3.26,30.9,False,6.9344,79.8428
2025-12-11T16:26:36.803300,B001,21.0,3.24,35.3,True,6.9344,79.8428
2025-12-11T20:26:36.803300,B001,46.5,3.27,34.6,False,6.9344,79.8428
2025-12-12T00:26:36.803300,B001,49.6,3.26,30.7,False,6.9344,79.8428
2025-12-12T04:26:36.803300,B001,55.8,3.25,29.0,False,6.9344,79.8428
2025-12-12T08:26:36.803300,B001,76.3,3.26,34.6,False,6.9344,79.8428
2025-12-12T12:26:36.803300,B001,9.6,3.23,36.4,True,6.9344,79.8428
2025-12-12T16:26:36.803300,B001,44.9,3.18,34.7,False,6.9344,79.8428
2025-12-12T20:26:36.803300,B001,64.5,3.14,32.8,False,6.9344,79.8428
2025-12-13T00:26:36.803300,B001,74.2,3.19,25.8,False,6.9344,79.8428
2025-11-13T04:26:36.804153,B002,40.0,4.01,32.6,False,6.9349,79.8538
2025-11-13T08:26:36.804153,B002,54.3,4.02,33.4,False,6.9349,79.8538
2025-11-13T12:26:36.804153,B002,82.2,3.95,31.2,False,6.9349,79.8538
2025-11-13T16:26:36.804153,B002,18.0,3.95,33.1,True,6.9349,79.8538
2025-11-13T20:26:36.804153,B002,34.5,3.96,28.2,False,6.9349,79.8538
2025-11-14T00:26:36.804153,B002,38.3,4.0,27.2,False,6.9349,79.8538
2025-11-14T04:26:36.804153,B002,44.4,4.02,32.0,False,6.9349,79.8538
2025-11-14T08:26:36.804153,B002,52.6,3.99,32.0,False,6.9349,79.8538
2025-11-14T12:26:36.804153,B002,76.3,4.02,32.0,False,6.9349,79.8538
2025-11-14T16:26:36.804153,B002,10.2,3.97,33.6,True,6.9349,79.8538
2025-11-14T20:26:36.804153,B002,33.1,3.95,29.9,False,6.9349,79.8538
2025-11-15T00:26:36.804153,B002,37.7,3.92,29.4,False,6.9349,79.8538
2025-11-15T04:26:36.804153,B002,42.1,3.96,33.0,False,6.9349,79.8538
2025-11-15T08:26:36.804153,B002,68.3,3.94,31.4,False,6.9349,79.8538
2025-11-15T12:26:36.804153,B002,22.3,3.95,32.0,True,6.9349,79.8538
2025-11-15T16:26:36.804153,B002,59.1,3.91,30.6,False,6.9349,79.8538
2025-11-15T20:26:36.804153,B002,86.0,3.91,31.3,False,6.9349,79.8538
2025-11-16T00:26:36.804153,B002,92.8,3.99,30.9,False,6.9349,79.8538
2025-11-16T04:26:36.804153,B002,13.9,3.97,32.4,True,6.9349,79.8538
2025-11-16T08:26:36.804153,B002,32.5,3.98,33.0,False,6.9349,79.8538
2025-11-16T12:26:36.804153,B002,70.6,3.85,31.5,False,6.9349,79.8538
2025-11-16T16:26:36.804153,B002,20.4,3.91,32.5,True,6.9349,79.8538
2025-11-16T20:26:36.804153,B002,43.4,3.9,30.7,False,6.9349,79.8538
2025-11-17T00:26:36.804153,B002,49.1,3.99,26.3,False,6.9349,79.8538
2025-11-17T04:26:36.804153,B002,51.0,3.88,29.8,False,6.9349,79.8538
2025-11-17T08:26:36.804153,B002,70.0,3.89,34.1,False,6.9349,79.8538
2025-11-17T12:26:36.804153,B002,12.1,3.85,35.7,True,6.9349,79.8538
2025-11-17T16:26:36.804153,B002,43.9,3.83,34.3,False,6.9349,79.8538
2025-11-17T20:26:36.804153,B002,67.9,3.93,32.1,False,6.9349,79.8538
2025-11-18T00:26:36.804153,B002,71.2,3.95,27.6,False,6.9349,79.8538
2025-11-18T04:26:36.804153,B002,76.1,3.86,30.3,False,6.9349,79.8538
2025-11-18T08:26:36.804153,B002,17.8,3.87,32.8,True,6.9349,79.8538
2025-11-18T12:26:36.804153,B002,48.3,3.92,30.3,False,6.9349,79.8538
2025-11-18T16:26:36.804153,B002,75.5,3.8,31.2,False,6.9349,79.8538
2025-11-18T20:26:36.804153,B002,19.1,3.83,33.9,True,6.9349,79.8538
2025-11-19T00:26:36.804153,B002,26.2,3.95,29.8,False,6.9349,79.8538
2025-11-19T04:26:36.804153,B002,27.8,3.93,30.1,False,6.9349,79.8538
2025-11-19T08:26:36.804153,B002,44.7,3.85,31.1,False,6.9349,79.8538
2025-11-19T12:26:36.804153,B002,67.2,3.78,32.2,False,6.9349,79.8538
2025-11-19T16:26:36.804153,B002,12.8,3.87,34.2,True,6.9349,79.8538
2025-11-19T20:26:36.804153,B002,31.2,3.9,30.6,False,6.9349,79.8538
2025-11-20T00:26:36.804153,B002,36.0,3.89,29.3,False,6.9349,79.8538
2025-11-20T04:26:36.804153,B002,43.5,3.86,29.1,False,6.9349,79.8538
2025-11-20T08:26:36.804153,B002,58.2,3.78,35.0,False,6.9349,79.8538
2025-11-20T12:26:36.804153,B002,80.4,3.81,33.4,False,6.9349,79.8538
2025-11-20T16:26:36.804153,B002,11.0,3.86,34.9,True,6.9349,79.8538
2025-11-20T20:26:36.804153,B002,29.5,3.84,28.8,False,6.9349,79.8538
2025-11-21T00:26:36.804153,B002,33.6,3.86,29.3,False,6.9349,79.8538
2025-11-21T04:26:36.804153,B002,39.0,3.79,30.9,False,6.9349,79.8538
2025-11-21T08:26:36.804153,B002,54.4,3.74,30.8,False,6.9349,79.8538
2025-11-21T12:26:36.804153,B002,76.4,3.77,34.1,False,6.9349,79.8538
2025-11-21T16:26:36.804153,B002,12.1,3.76,34.4,True,6.9349,79.8538
2025-11-21T20:26:36.804153,B002,31.5,3.8,31.7,False,6.9349,79.8538
2025-11-22T00:26:36.804153,B002,35.0,3.73,30.7,False,6.9349,79.8538
2025-11-22T04:26:36.804153,B002,40.6,3.78,31.7,False,6.9349,79.8538
2025-11-22T08:26:36.804153,B002,58.3,3.73,31.0,False,6.9349,79.8538
2025-11-22T12:26:36.804153,B002,13.1,3.82,36.5,True,6.9349,79.8538
2025-11-22T16:26:36.804153,B002,37.0,3.83,31.5,False,6.9349,79.8538
2025-11-22T20:26:36.804153,B002,60.2,3.75,30.7,False,6.9349,79.8538
2025-11-23T00:26:36.804153,B002,65.2,3.75,26.8,False,6.9349,79.8538
2025-11-23T04:26:36.804153,B002,72.2,3.75,31.7,False,6.9349,79.8538
2025-11-23T08:26:36.804153,B002,10.1,3.72,33.7,True,6.9349,79.8538
2025-11-23T12:26:36.804153,B002,48.8,3.76,35.5,False,6.9349,79.8538
2025-11-23T16:26:36.804153,B002,72.4,3.71,34.1,False,6.9349,79.8538
2025-11-23T20:26:36.804153,B002,16.3,3.8,33.3,True,6.9349,79.8538
2025-11-24T00:26:36.804153,B002,21.4,3.85,27.5,False,6.9349,79.8538
2025-11-24T04:26:36.804153,B002,25.4,3.69,29.9,False,6.9349,79.8538
2025-11-24T08:26:36.804153,B002,54.9,3.81,33.3,False,6.9349,79.8538
2025-11-24T12:26:36.804153,B002,75.1,3.83,32.5,False,6.9349,79.8538
2025-11-24T16:26:36.804153,B002,17.1,3.75,35.8,True,6.9349,79.8538
2025-11-24T20:26:36.804153,B002,40.3,3.72,35.1,False,6.9349,79.8538
2025-11-25T00:26:36.804153,B002,42.7,3.69,27.6,False,6.9349,79.8538
2025-11-25T04:26:36.804153,B002,46.3,3.67,28.3,False,6.9349,79.8538
2025-11-25T08:26:36.804153,B002,60.0,3.77,31.2,False,6.9349,79.8538
2025-11-25T12:26:36.804153,B002,83.7,3.68,31.6,False,6.9349,79.8538
2025-11-25T16:26:36.804153,B002,24.5,3.75,33.0,True,6.9349,79.8538
2025-11-25T20:26:36.804153,B002,43.0,3.76,34.9,False,6.9349,79.8538
2025-11-26T00:26:36.804153,B002,46.8,3.72,30.8,False,6.9349,79.8538
2025-11-26T04:26:36.804153,B002,55.2,3.74,31.4,False,6.9349,79.8538
2025-11-26T08:26:36.804153,B002,70.1,3.72,32.3,False,6.9349,79.8538
2025-11-26T12:26:36.804153,B002,17.3,3.71,32.5,True,6.9349,79.8538
2025-11-26T16:26:36.804153,B002,35.5,3.72,33.6,False,6.9349,79.8538
2025-11-26T20:26:36.804153,B002,47.0,3.7,30.5,False,6.9349,79.8538
2025-11-27T00:26:36.804153,B002,51.8,3.74,28.4,False,6.9349,79.8538
2025-11-27T04:26:36.804153,B002,56.2,3.67,33.2,False,6.9349,79.8538
2025-11-27T08:26:36.804153,B002,11.4,3.73,31.2,True,6.9349,79.8538
2025-11-27T12:26:36.804153,B002,31.5,3.63,34.6,False,6.9349,79.8538
2025-11-27T16:26:36.804153,B002,52.3,3.75,34.8,False,6.9349,79.8538
2025-11-27T20:26:36.804153,B002,68.0,3.75,30.4,False,6.9349,79.8538
2025-11-28T00:26:36.804153,B002,75.5,3.67,28.5,False,6.9349,79.8538
2025-11-28T04:26:36.804153,B002,79.4,3.66,30.8,False,6.9349,79.8538
2025-11-28T08:26:36.804153,B002,13.6,3.7,33.8,True,6.9349,79.8538
2025-11-28T12:26:36.804153,B002,36.5,3.67,33.1,False,6.9349,79.8538
2025-11-28T16:26:36.804153,B002,61.4,3.63,32.0,False,6.9349,79.8538
2025-11-28T20:26:36.804153,B002,77.3,3.74,33.1,False,6.9349,79.8538
2025-11-29T00:26:36.804153,B002,84.7,3.65,30.9,False,6.9349,79.8538
2025-11-29T04:26:36.804153,B002,18.3,3.6,30.0,True,6.9349,79.8538
2025-11-29T08:26:36.804153,B002,34.9,3.66,32.1,False,6.9349,79.8538
2025-11-29T12:26:36.804153,B002,68.8,3.74,31.5,False,6.9349,79.8538
2025-11-29T16:26:36.804153,B002,14.9,3.74,30.9,True,6.9349,79.8538
2025-11-29T20:26:36.804153,B002,47.2,3.59,31.6,False,6.9349,79.8538
2025-11-30T00:26:36.804153,B002,52.0,3.67,28.7,False,6.9349,79.8538
2025-11-30T04:26:36.804153,B002,60.1,3.58,29.6,False,6.9349,79.8538
2025-11-30T08:26:36.804153,B002,86.9,3.62,32.5,False,6.9349,79.8538
2025-11-30T12:26:36.804153,B002,13.7,3.71,36.1,True,6.9349,79.8538
2025-11-30T16:26:36.804153,B002,43.3,3.57,32.1,False,6.9349,79.8538
2025-11-30T20:26:36.804153,B002,70.0,3.58,30.3,False,6.9349,79.8538
2025-12-01T00:26:36.804153,B002,76.2,3.59,29.2,False,6.9349,79.8538
2025-12-01T04:26:36.804153,B002,80.5,3.62,30.7,False,6.9349,79.8538
2025-12-01T08:26:36.804153,B002,87.7,3.71,32.4,False,6.9349,79.8538
2025-12-01T12:26:36.804153,B002,21.7,3.65,33.3,True,6.9349,79.8538
2025-12-01T16:26:36.804153,B002,45.6,3.56,33.9,False,6.9349,79.8538
2025-12-01T20:26:36.804153,B002,70.8,3.54,31.0,False,6.9349,79.8538
2025-12-02T00:26:36.804153,B002,75.8,3.68,31.5,False,6.9349,79.8538
2025-12-02T04:26:36.804153,B002,80.3,3.63,32.9,False,6.9349,79.8538
2025-12-02T08:26:36.804153,B002,21.9,3.68,33.2,True,6.9349,79.8538
2025-12-02T12:26:36.804153,B002,44.6,3.65,36.9,False,6.9349,79.8538
2025-12-02T16:26:36.804153,B002,65.8,3.66,35.3,False,6.9349,79.8538
2025-12-02T20:26:36.804153,B002,82.9,3.67,31.8,False,6.9349,79.8538
2025-12-03T00:26:36.804153,B002,14.6,3.56,25.2,True,6.9349,79.8538
2025-12-03T04:26:36.804153,B002,20.2,3.55,28.7,False,6.9349,79.8538
2025-12-03T08:26:36.804153,B002,30.0,3.55,31.1,False,6.9349,79.8538
2025-12-03T12:26:36.804153,B002,51.4,3.58,37.3,False,6.9349,79.8538
2025-12-03T16:26:36.804153,B002,71.0,3.54,30.7,False,6.9349,79.8538
2025-12-03T20:26:36.804153,B002,85.5,3.59,29.6,False,6.9349,79.8538
2025-12-04T00:26:36.804153,B002,88.4,3.53,30.1,False,6.9349,79.8538
2025-12-04T04:26:36.804153,B002,11.9,3.59,29.3,True,6.9349,79.8538
2025-12-04T08:26:36.804153,B002,27.6,3.6,35.4,False,6.9349,79.8538
2025-12-04T12:26:36.804153,B002,44.1,3.63,34.8,False,6.9349,79.8538
2025-12-04T16:26:36.804153,B002,72.8,3.52,31.8,False,6.9349,79.8538
2025-12-04T20:26:36.804153,B002,89.9,3.61,29.6,False,6.9349,79.8538
2025-12-05T00:26:36.804153,B002,14.6,3.55,29.2,True,6.9349,79.8538
2025-12-05T04:26:36.804153,B002,19.8,3.49,27.9,False,6.9349,79.8538
2025-12-05T08:26:36.804153,B002,36.8,3.63,30.4,False,6.9349,79.8538
2025-12-05T12:26:36.804153,B002,54.1,3.53,35.3,False,6.9349,79.8538
2025-12-05T16:26:36.804153,B002,80.4,3.47,31.3,False,6.9349,79.8538
2025-12-05T20:26:36.804153,B002,15.5,3.51,33.4,True,6.9349,79.8538
2025-12-06T00:26:36.804153,B002,20.4,3.56,28.3,False,6.9349,79.8538
2025-12-06T04:26:36.804153,B002,27.6,3.53,30.2,False,6.9349,79.8538
2025-12-06T08:26:36.804153,B002,44.5,3.46,33.3,False,6.9349,79.8538
2025-12-06T12:26:36.804153,B002,82.7,3.5,34.0,False,6.9349,79.8538
2025-12-06T16:26:36.804153,B002,22.2,3.5,37.2,True,6.9349,79.8538
2025-12-06T20:26:36.804153,B002,44.4,3.55,34.2,False,6.9349,79.8538
2025-12-07T00:26:36.804153,B002,48.8,3.51,31.2,False,6.9349,79.8538
